"The heavy meal comes in the middle of the day
",1,"(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D the) (NP (AP (A heavy)) (N meal)))
      (VP
        (VP (VP (V comes)) (PP (P in) (DP (D the) (NP (N middle)))))
        (PP (P of) (DP (D the) (NP (N day))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D the) (NP (AP (A heavy)) (N meal)))
      (VP
        (VP (V comes))
        (PP
          (P in)
          (DP
            (D the)
            (NP
              (NP (N middle))
              (PP (P of) (DP (D the) (NP (N day)))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D the) (NP (AP (A heavy)) (N meal)))
      (VP
        (VP (V comes))
        (PP
          (P in)
          (DP
            (D the)
            (NP (N middle) (PP (P of) (DP (D the) (NP (N day)))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D the) (NP (AP (A heavy)) (NP (N meal))))
      (VP
        (VP (VP (V comes)) (PP (P in) (DP (D the) (NP (N middle)))))
        (PP (P of) (DP (D the) (NP (N day))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D the) (NP (AP (A heavy)) (NP (N meal))))
      (VP
        (VP (V comes))
        (PP
          (P in)
          (DP
            (D the)
            (NP
              (NP (N middle))
              (PP (P of) (DP (D the) (NP (N day)))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D the) (NP (AP (A heavy)) (NP (N meal))))
      (VP
        (VP (V comes))
        (PP
          (P in)
          (DP
            (D the)
            (NP (N middle) (PP (P of) (DP (D the) (NP (N day)))))))))))"
"Soup is often the important dish at supper
",0,
"Homemade of meat  bones and vegetables  it is rich in dissolved minerals and vitamins
",0,
"The school finds that the children are satisfied with smaller amounts of food since all of it is high in quality
",0,
"The cost to feed one person is just under one dollar a day
",0,
"Outdoor exercises
",0,
"Even before he saw the necessity of growing better food and planning good nutrition  Mr. Clark felt the school had a good health program
",0,
"Rugged outdoor exercise for an hour and a half every day in all kinds of weather was the rule
",0,
"A vigorous program existed in skiing  skating sports and overnight hiking
",0,
"Healthier children
",0,
"Since the change to better nutrition  he feels he can report on improvements in health  though he considers the following statements observations and not scientific proof
",0,
"Visitors to the school ask what shampoo they use on the children's hair to bring out the sheen
",0,
"The ruddy complexion of the faces also brings comment
",1,"(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP
        (D the)
        (NP
          (AP (A ruddy))
          (NP
            (NP (N complexion))
            (PP (P of) (DP (D the) (NP (N faces)))))))
      (VP (AdvP (Adv also)) (VP (V brings) (DP (NP (N comment))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP
        (D the)
        (NP
          (AP (A ruddy))
          (NP (N complexion) (PP (P of) (DP (D the) (NP (N faces)))))))
      (VP (AdvP (Adv also)) (VP (V brings) (DP (NP (N comment))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP
        (D the)
        (NP
          (NP (AP (A ruddy)) (N complexion))
          (PP (P of) (DP (D the) (NP (N faces))))))
      (VP (AdvP (Adv also)) (VP (V brings) (DP (NP (N comment))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP
        (D the)
        (NP
          (NP (AP (A ruddy)) (NP (N complexion)))
          (PP (P of) (DP (D the) (NP (N faces))))))
      (VP (AdvP (Adv also)) (VP (V brings) (DP (NP (N comment))))))))"
